-0.0281411,0.01687,-0.0215031,0.0167725,nan,0.0156741,-0.0250144,0.00136508,0.0310807,0.0282815,0.00384193,0.0680784,0.0658127,0.0264884,-0.0103208,0.0136264
-0.00246462,0.0111249,-0.0283827,0.0407986,nan,0.0374695,0.00338856,0.015867,0.080382,0.0463895,0.0339197,0.0819089,0.0501558,-0.0102057,0.00832671,-0.0172104
0.0270511,0.00635282,0.0238151,0.0621425,nan,0.0526717,0.010296,0.0265111,0.045073,0.023334,0.0258577,0.0249818,0.0500167,-0.00980774,0.0264017,-0.0296097
-0.033892,0.0549504,-0.0124153,0.0216615,nan,0.0318492,0.0259886,0.0504639,0.0606162,0.0136395,0.0188362,0.0565253,0.0513219,0.0495921,0.0298607,-0.026156
0.00816724,0.0173711,0.0205316,0.0471417,nan,0.00882943,-0.0226373,0.0163144,0.0588533,0.0576852,0.00293826,0.0969287,0.0746311,0.00755678,-0.0104743,0.0131746
0.000686292,-0.00565424,0.0179897,0.0392999,nan,0.0509387,-0.0232405,0.064149,0.0772206,0.0216537,-0.0035944,0.0296765,0.0892506,0.0311924,-0.0115945,0.0289322
0.0242717,0.0313207,-0.0183135,0.0159879,nan,0.0171061,-0.0222941,0.0355022,0.0796275,0.0288262,-0.0142234,0.0648683,0.068332,0.0362607,0.0287673,6.58208e-05
-0.0257173,0.0145691,0.0274092,0.00367323,nan,0.0294152,-0.00304075,0.00540148,0.0924155,0.0641526,0.00511551,0.046951,0.0510319,0.00852826,0.0371981,-0.0111607
-0.00183753,0.0065883,0.0379869,0.0205512,nan,0.021758,-0.0196511,0.050063,0.0808453,0.0246964,0.00157,0.0819844,0.0164172,0.0516059,0.0169368,-0.0303391
0.0034516,0.0011174,0.0277767,0.0434914,nan,-0.00480887,0.0264862,0.0044057,0.0278556,0.0488979,-0.0119756,0.0850064,0.0336838,0.0043859,-0.0142479,0.0184777
0.0249975,0.0400101,0.010776,0.0544063,nan,-0.00691386,-0.0335066,0.00261074,0.0828586,0.0603271,-0.0192036,0.0309028,0.0585872,-0.0169591,-0.0149387,-0.00155656
0.0191903,0.0371917,0.00665914,0.00614343,nan,-0.00364441,0.0161846,0.0183166,0.0547694,0.0145182,0.00706513,0.0591835,0.0611295,-0.00727893,0.0123427,0.0348963
0.0151357,0.0489001,-0.0189566,0.0183481,nan,0.0521627,-0.00109078,0.0644026,0.0276999,0.0409424,-0.0275522,0.0431191,0.073174,-0.0160158,0.0398726,-0.0132372
-0.0183292,0.0423204,-0.00304182,0.0137923,nan,0.0243226,-0.00144022,0.029418,0.0638667,0.0416568,0.0266222,0.0779599,0.0590904,0.032053,0.0163319,-0.00698061
-0.0214328,0.0400991,0.00723665,0.0639626,nan,-0.00533386,0.00962165,0.0463896,0.0628405,0.0214137,0.00113396,0.0249166,0.0669701,0.0243334,0.0202901,0.0155613
0.0229812,-0.00246638,0.00890575,0.0608779,nan,0.0249317,0.0183342,-0.00118782,0.0678602,0.0655953,-0.0118978,0.0588032,0.035143,-0.00729117,-0.0165339,0.0279236
0.0262379,0.0419665,-0.0211635,0.0253541,nan,-0.0120025,0.0122178,0.0572598,0.0643707,0.0309856,-0.00506342,0.0446755,0.0514854,0.017661,-0.0123381,-0.0108526
0.0180852,0.0113183,0.0267351,0.0697305,nan,0.0341378,-0.0122614,0.0655972,0.0335088,0.00311823,0.0216427,0.059371,0.0607293,0.0497443,-0.0183773,0.0284264
0.012062,0.00933778,-0.0250962,0.0344914,nan,0.00139245,0.0319659,0.0346246,0.0669273,0.00372232,0.000661596,0.0447543,0.0484522,0.0368275,0.0119961,-0.00676732
0.0144579,0.0251848,0.0107316,0.0265777,nan,0.0315535,-0.0266629,0.0403926,0.0818509,0.0309083,0.0189821,0.0536798,0.0410083,0.0365737,0.0152524,-0.00854855
0.0335467,0.0285586,-0.0203406,0.0201008,nan,0.0313694,0.0338256,0.0342068,0.0137277,0.0143631,-0.0308101,0.0550063,0.0156348,0.0383189,0.0356945,0.00831251
0.0169038,0.0441925,-0.0317889,0.00230249,nan,0.0223503,-0.0187575,-0.00520206,0.02334,0.0353653,-0.0102636,0.0319511,0.0319745,0.0247386,0.0311337,0.0231359
0.00290331,0.0298418,0.0245286,0.0620475,nan,0.0254367,-0.00512055,0.00934624,0.0282887,0.0560182,-0.0296194,0.0409495,0.0529328,0.00150283,0.0144209,-0.0180569
-0.0124255,-0.0098164,0.0246322,0.00131929,nan,0.0338567,0.0298335,0.0454648,0.0618519,0.0332863,-0.00878279,0.0678152,0.0198802,0.0389041,-0.00993848,-0.0164771
