-1.735743982041532130e-01,2.588458679193755829e-01,1.766078776250712412e-02,3.499528154150748360e-01,-4.010631412763960846e-01,-1.215071312327289377e-01,-1.503116067293653879e-01,-4.447352843520306909e-01,4.911242915285968236e-01,-3.616188384419904978e-03,2.102081853113814125e-01,2.929610485366445083e-01,1.898623509399793852e-01,-8.068993700323023877e-02,4.699056867481616884e-01,-2.917739501534689639e-01
-4.181783371396596838e-02,-3.821493710678647293e-01,3.780368952490076317e-02,-1.400734015311710934e-03,2.683344880494559215e-01,4.097619239878884656e-01,-2.428367538667031145e-01,3.794236823396756053e-01,2.583203455879218291e-01,2.979995851338916868e-01,-1.286076322910133518e-01,2.688318166055405634e-01,-3.780313430496384797e-01,4.032626404320461821e-01,-1.631126798924426025e-01,-2.663387589240834297e-01
1.486889643224691415e-01,4.585819263021595482e-02,2.697498466331156308e-01,-3.738257909808062607e-01,4.924650680216076104e-01,-3.613606024641304870e-01,1.171235996066386509e-01,-3.093390436275921251e-01,-3.493320619839068719e-01,4.387379976184678787e-01,-2.802330022941890153e-02,2.321877474820558396e-01,-4.316282072655613922e-01,-7.988007551889653168e-02,-4.538301522105636643e-02,6.042457282127799978e-02
4.491595711024345405e-01,4.275438016289371257e-01,-2.058959971411666867e-02,-4.630003122908810109e-02,4.504626465855972040e-01,-3.461723536334775364e-01,3.232725477077583731e-01,-3.554426082697093037e-02,1.924298432761073485e-01,-3.455921282799120364e-01,-6.192016339347672371e-02,-2.865790161616073028e-01,2.071892685011683666e-01,4.922120678851125142e-01,2.864526694944666829e-01,-3.934664772087306250e-01
-4.703789601209285021e-01,-2.601213102825968848e-01,-1.081325690159418151e-01,2.326153991301554980e-01,4.073416137384279212e-01,-3.239778931786398974e-01,1.728144782191409767e-02,7.436144777754905011e-02,-4.706144566224158554e-01,-4.431578751310634168e-01,-1.254213579245488930e-03,7.277272164600501192e-02,-2.326751859541099643e-01,2.289782101612242160e-01,3.102940246357936971e-01,4.367824828480997290e-01
4.659091894631181008e-01,4.366673931366101824e-01,3.355531937671518694e-01,3.100464348107678791e-02,-3.912418254952720886e-01,-1.959661875710335677e-01,-3.338844665799679534e-01,-1.058981505401324075e-02,4.619240225341479933e-01,-1.427311014453909177e-01,-1.066521452995115027e-01,4.950646807245744352e-01,1.786968286581041010e-01,-2.931094293932370309e-01,4.540923524639270958e-01,9.167557093138678503e-02
-1.939995123144944156e-02,2.577963137105320213e-01,4.280788690047765410e-02,3.946534783356892007e-01,-1.641665483860618169e-01,2.862312466133685174e-01,1.585958966382415847e-01,-2.961691147453529016e-01,-2.879943534369757696e-01,-4.384952780053769095e-01,-1.762348549605433634e-01,1.551934130865330053e-01,-1.741747956684613907e-02,1.629473060247380589e-01,-4.255139177383790994e-01,4.802391875082421269e-01
1.998327167135524052e-01,4.978273950234369805e-01,7.195483516744005659e-02,-4.477962601087165373e-01,3.684921003655666771e-01,4.438778827177388697e-01,4.414776406947240606e-01,1.214399651889662701e-01,-1.955705321029989063e-01,-4.463488709861728188e-01,3.326314444657311187e-01,-2.183604183505488683e-01,-5.601729130648169797e-02,1.165504722482615385e-01,3.722837110368931723e-01,4.106548506509448693e-01
-4.163324515497224265e-02,4.127801110368527482e-01,1.168854698708132744e-01,3.286516992042103347e-01,1.910595440973038572e-01,-4.103029515849865305e-02,-4.097572791314483265e-01,1.575385550583277006e-01,3.630141653987298822e-01,4.321782547272717823e-01,6.610896946398436835e-02,-1.035129001683710026e-02,-4.140732455735822715e-01,-2.816688423475098846e-01,4.577952426579264822e-01,-3.820791057048689154e-04
2.889972609999016395e-01,-4.957967726389111984e-01,-1.104047720611081029e-01,2.035840508277078076e-01,-3.088925473901582563e-02,3.114751238201688421e-01,1.651760498459482474e-01,2.249967307748268475e-01,-3.763450758514745864e-01,-3.650967003625804619e-01,6.962879305936608976e-02,-1.872406654816297644e-01,-3.763861683556923854e-01,4.756165023235261469e-01,-4.739988517975542992e-01,3.895420324265373990e-01
-3.940915886379973143e-01,2.854376699782944504e-01,-1.475598819011686436e-01,2.675115831336382088e-01,3.265869153576755890e-01,3.190731819420981052e-01,1.570144844449743449e-01,2.410697746712597844e-02,-4.133932318820666696e-01,-4.625559973854412865e-01,-1.683493315893807019e-01,-3.887248149363986549e-01,2.862254353241744376e-02,4.849970203009776881e-01,4.195356166300434619e-01,-1.347671726120637237e-01
-3.423994402854363406e-01,2.293426564261584755e-01,3.265593132986543967e-02,-3.257777364274637710e-01,3.537172000145915041e-01,7.883723518970842115e-02,4.061493234582103096e-01,-3.576876292787488643e-01,-2.204990369831947294e-01,4.025294247085089427e-01,3.488886928078178684e-01,-2.931417079687576033e-01,-1.660058809626339116e-01,-1.104721221505298168e-01,4.400556215492533729e-01,-6.548761538597291931e-04
-3.451658118060143554e-01,1.409748001100673553e-01,-4.762354342174984212e-01,4.940784943501277393e-01,-4.612827926116789407e-02,4.260023609734416294e-01,1.489555322842611718e-01,2.175762636882196122e-01,1.407979466121535017e-01,-1.026319567820844075e-01,3.901897917634091772e-01,3.616512880758775972e-01,1.239944725702569750e-01,-3.739966251683104481e-01,4.165896294512693582e-02,-2.044112085802242129e-01
4.672549325703646006e-01,3.549125490521146675e-01,5.988129922085676932e-03,3.752051344078763950e-01,2.673400510381656048e-01,1.785714855531632672e-01,1.026547598549290841e-01,-1.127920367761739082e-02,-4.154966845876525428e-01,3.683105658124675164e-01,-1.881861123703465477e-02,1.075609854601222160e-01,-4.073116140032567722e-01,3.609811287301965543e-01,-3.627388035655115806e-01,-1.242769816324844345e-01
